timestamp,event,message
2025-03-03T19:29:51.389669+00:00,inicialización,"Parámetros iniciales: SYMBOL=ETH/USDT, TIMEFRAME=15m, RSI_PERIOD=14, EMA_PERIOD=200, ATR_PERIOD=14, LEVERAGE=5, RISK_PER_TRADE=0.02"
2025-03-03T19:29:52.251678+00:00,inicio,Bucle principal iniciado
2025-03-03T19:29:53.153991+00:00,datos_ohlcv,2025-03-03T19:15:00+00:00,2174.49
2025-03-03T19:29:53.158987+00:00,espera,No se detecta nuevo candle
2025-03-03T19:31:02.410361+00:00,inicialización,"Parámetros iniciales: SYMBOL=ETH/USDT, TIMEFRAME=15m, RSI_PERIOD=14, EMA_PERIOD=200, ATR_PERIOD=14, LEVERAGE=5, RISK_PER_TRADE=0.5"
2025-03-03T19:31:03.340471+00:00,inicio,Bucle principal iniciado
2025-03-03T19:31:03.670182+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2177.33
2025-03-03T19:31:03.673357+00:00,espera,No se detecta nuevo candle
2025-03-03T19:31:15.051130+00:00,inicialización,"Parámetros iniciales: SYMBOL=ETH/USDT, TIMEFRAME=15m, RSI_PERIOD=14, EMA_PERIOD=200, ATR_PERIOD=14, LEVERAGE=5, RISK_PER_TRADE=0.5"
2025-03-03T19:32:03.986275+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2189.49
2025-03-03T19:32:03.986275+00:00,espera,No se detecta nuevo candle
2025-03-03T19:33:04.315075+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2184.05
2025-03-03T19:33:04.318088+00:00,espera,No se detecta nuevo candle
2025-03-03T19:34:04.630890+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2180.77
2025-03-03T19:34:04.633883+00:00,espera,No se detecta nuevo candle
2025-03-03T19:35:04.956025+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2177.39
2025-03-03T19:35:04.959020+00:00,espera,No se detecta nuevo candle
2025-03-03T19:36:05.278278+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2171.04
2025-03-03T19:36:05.281274+00:00,espera,No se detecta nuevo candle
2025-03-03T19:37:05.604174+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2174.69
2025-03-03T19:37:05.610166+00:00,espera,No se detecta nuevo candle
2025-03-03T19:38:05.931810+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2174.37
2025-03-03T19:38:05.936815+00:00,espera,No se detecta nuevo candle
2025-03-03T19:39:06.258981+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2181.6
2025-03-03T19:39:06.261973+00:00,espera,No se detecta nuevo candle
2025-03-03T19:40:06.580475+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2188.79
2025-03-03T19:40:06.580475+00:00,espera,No se detecta nuevo candle
2025-03-03T19:41:06.908186+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2186.19
2025-03-03T19:41:06.911186+00:00,espera,No se detecta nuevo candle
2025-03-03T19:42:07.230330+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2182.78
2025-03-03T19:42:07.230330+00:00,espera,No se detecta nuevo candle
2025-03-03T19:43:07.562617+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2181.41
2025-03-03T19:43:07.568617+00:00,espera,No se detecta nuevo candle
2025-03-03T19:44:07.884244+00:00,datos_ohlcv,2025-03-03T19:30:00+00:00,2179.05
2025-03-03T19:44:07.884601+00:00,espera,No se detecta nuevo candle
2025-03-03T19:45:08.203921+00:00,datos_ohlcv,2025-03-03T19:45:00+00:00,2182.03
2025-03-03T19:45:08.205918+00:00,espera,No se detecta nuevo candle
2025-03-03T19:46:08.528308+00:00,datos_ohlcv,2025-03-03T19:45:00+00:00,2182.65
2025-03-03T19:46:08.532312+00:00,espera,No se detecta nuevo candle
2025-03-03T19:47:08.853625+00:00,datos_ohlcv,2025-03-03T19:45:00+00:00,2185.01
2025-03-03T19:47:08.856639+00:00,espera,No se detecta nuevo candle
